rf_(20, 20, 20)sampledtest
             precision    recall  f1-score   support

        0.0       0.69      0.61      0.65       132
        1.0       0.65      0.73      0.69       132

avg / total       0.67      0.67      0.67       264
10	0.8	0.04	0.67
20	0.8	0.087	0.712
30	0.733	0.122	0.686
40	0.775	0.174	0.723
50	0.76	0.215	0.72
60	0.75	0.255	0.718
70	0.743	0.294	0.716
80	0.75	0.339	0.723
90	0.7	0.356	0.689
100	0.7	0.393	0.69
200	0.6	0.48	0.836
300	0.44	0.48	0.896
500	0.264	0.48	0.896
1000	0.132	0.48	0.896
