rbf_1_0.0001sampledtest
             precision    recall  f1-score   support

        0.0       0.58      0.70      0.64       132
        1.0       0.63      0.50      0.56       132

avg / total       0.61      0.60      0.60       264
10	0.8	0.051	0.798
20	0.85	0.106	0.831
30	0.767	0.142	0.777
40	0.725	0.177	0.746
50	0.72	0.215	0.74
60	0.733	0.26	0.747
70	0.7	0.286	0.722
80	0.675	0.312	0.702
90	0.678	0.348	0.702
100	0.63	0.358	0.666
200	0.545	0.429	0.795
300	0.44	0.429	0.909
500	0.264	0.429	0.909
1000	0.132	0.429	0.909
