rbf_500_1e-05
             precision    recall  f1-score   support

        0.0       0.98      0.75      0.85      3642
        1.0       0.09      0.67      0.16       132

avg / total       0.95      0.75      0.83      3774
10	0.1	0.001	0.066
20	0.05	0.001	0.043
30	0.1	0.003	0.081
40	0.1	0.003	0.084
50	0.16	0.008	0.129
60	0.167	0.01	0.137
70	0.157	0.011	0.133
80	0.163	0.014	0.139
90	0.211	0.023	0.176
100	0.22	0.028	0.185
200	0.15	0.032	0.195
300	0.13	0.032	0.24
500	0.124	0.032	0.344
1000	0.088	0.032	0.452
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.12
30	0.133	0.005	0.115
40	0.125	0.006	0.112
50	0.18	0.011	0.152
60	0.183	0.013	0.158
70	0.2	0.018	0.172
80	0.188	0.019	0.166
90	0.2	0.024	0.177
100	0.18	0.024	0.164
200	0.15	0.031	0.2
300	0.163	0.031	0.293
500	0.138	0.031	0.385
1000	0.091	0.031	0.476
