rbf_1_1e-05sampledtest
             precision    recall  f1-score   support

        0.0       0.52      0.89      0.66       132
        1.0       0.63      0.20      0.30       132

avg / total       0.58      0.54      0.48       264
10	0.7	0.038	0.697
20	0.6	0.06	0.621
30	0.633	0.094	0.64
40	0.625	0.123	0.633
50	0.64	0.157	0.643
60	0.667	0.197	0.661
70	0.657	0.228	0.655
80	0.662	0.262	0.659
90	0.656	0.291	0.654
100	0.63	0.311	0.636
200	0.545	0.371	0.769
300	0.44	0.371	0.883
500	0.264	0.371	0.883
1000	0.132	0.371	0.883
