embed200adasampledtest
             precision    recall  f1-score   support

        0.0       0.72      0.67      0.69       261
        1.0       0.69      0.75      0.72       261

avg / total       0.71      0.71      0.71       522
10	0.9	0.707	0.78
20	0.95	0.82	0.858
30	0.967	0.867	0.891
40	0.975	0.893	0.91
50	0.98	0.91	0.922
60	0.983	0.922	0.932
70	0.886	0.832	0.868
80	0.787	0.738	0.799
90	0.811	0.745	0.815
100	0.83	0.753	0.829
200	0.91	0.81	0.893
300	0.66	0.666	0.778
500	0.508	0.666	0.931
1000	0.261	0.666	0.95
