embed300lsvm
             precision    recall  f1-score   support

        0.0       0.99      0.91      0.95      6753
        1.0       0.24      0.71      0.35       261

avg / total       0.96      0.90      0.93      7014
10	0.0	0.0	0.0
20	0.25	0.04	0.167
30	0.467	0.143	0.338
40	0.55	0.212	0.418
50	0.58	0.248	0.457
60	0.6	0.276	0.486
70	0.614	0.299	0.508
80	0.588	0.292	0.498
90	0.622	0.32	0.53
100	0.6	0.313	0.521
200	0.55	0.306	0.515
300	0.447	0.266	0.492
500	0.324	0.266	0.568
1000	0.2	0.266	0.663
