embed100rsvm
             precision    recall  f1-score   support

        0.0       0.99      0.93      0.96      6753
        1.0       0.29      0.70      0.41       261

avg / total       0.96      0.93      0.94      7014
10	1.0	1.0	1.0
20	0.95	0.936	0.964
30	0.967	0.944	0.973
40	0.95	0.925	0.96
50	0.94	0.909	0.952
60	0.95	0.915	0.957
70	0.943	0.907	0.952
80	0.938	0.899	0.947
90	0.922	0.881	0.935
100	0.9	0.857	0.918
200	0.67	0.61	0.73
300	0.517	0.506	0.66
500	0.358	0.506	0.725
1000	0.196	0.506	0.767
