embed200ada
             precision    recall  f1-score   support

        0.0       0.99      0.74      0.84      6753
        1.0       0.10      0.75      0.17       261

avg / total       0.95      0.74      0.82      7014
10	0.2	0.15	0.315
20	0.1	0.075	0.203
30	0.1	0.054	0.18
40	0.125	0.047	0.183
50	0.12	0.04	0.171
60	0.1	0.033	0.151
70	0.114	0.032	0.156
80	0.113	0.029	0.151
90	0.111	0.027	0.147
100	0.12	0.027	0.151
200	0.105	0.018	0.126
300	0.11	0.018	0.139
500	0.086	0.018	0.166
1000	0.087	0.018	0.275
