             precision    recall  f1-score   support

        0.0       0.99      0.71      0.82      3642
        1.0       0.08      0.71      0.14       132

avg / total       0.95      0.71      0.80      3774

10	0.6	0.035	0.658
20	0.45	0.047	0.534
30	0.3	0.047	0.41
40	0.225	0.047	0.339
50	0.2	0.049	0.305
60	0.167	0.049	0.27
70	0.171	0.052	0.262
80	0.163	0.053	0.248
90	0.156	0.054	0.236
100	0.16	0.057	0.233
200	0.12	0.059	0.234
300	0.113	0.059	0.283
500	0.102	0.059	0.36
1000	0.089	0.059	0.518
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.122
30	0.133	0.005	0.118
40	0.15	0.007	0.132
50	0.18	0.011	0.155
60	0.167	0.013	0.149
70	0.2	0.019	0.174
80	0.2	0.022	0.177
90	0.2	0.025	0.179
100	0.18	0.025	0.166
200	0.15	0.032	0.201
300	0.16	0.032	0.29
500	0.136	0.032	0.382
1000	0.092	0.032	0.481

