AdaBoost50sampled
             precision    recall  f1-score   support

        0.0       0.66      0.69      0.67       132
        1.0       0.67      0.64      0.66       132

avg / total       0.67      0.67      0.67       264
10	1.0	0.076	1.0
20	1.0	0.152	1.0
30	0.9	0.203	0.932
40	0.875	0.256	0.909
50	0.86	0.309	0.893
60	0.817	0.348	0.859
70	0.8	0.392	0.843
80	0.775	0.427	0.822
90	0.744	0.456	0.796
100	0.74	0.495	0.789
200	0.59	0.559	0.885
300	0.44	0.559	0.954
500	0.264	0.559	0.954
1000	0.132	0.559	0.954
