AdaBoost4sampled
             precision    recall  f1-score   support

        0.0       0.64      0.80      0.71       132
        1.0       0.73      0.56      0.64       132

avg / total       0.69      0.68      0.67       264
10	0.9	0.066	0.927
20	0.75	0.103	0.812
30	0.767	0.151	0.81
40	0.8	0.205	0.826
50	0.8	0.254	0.823
60	0.817	0.31	0.832
70	0.771	0.341	0.799
80	0.75	0.374	0.781
90	0.733	0.408	0.766
100	0.74	0.453	0.769
200	0.58	0.544	0.859
300	0.44	0.544	0.939
500	0.264	0.544	0.939
1000	0.132	0.544	0.939
