svc1sampled
             precision    recall  f1-score   support

        0.0       0.68      0.67      0.67       132
        1.0       0.67      0.69      0.68       132

avg / total       0.68      0.68      0.68       264
10	0.9	0.063	0.915
20	0.9	0.125	0.91
30	0.833	0.171	0.862
40	0.8	0.215	0.834
50	0.8	0.264	0.829
60	0.75	0.293	0.79
70	0.771	0.345	0.801
80	0.762	0.386	0.793
90	0.744	0.42	0.777
100	0.73	0.453	0.764
200	0.595	0.544	0.876
300	0.44	0.544	0.941
500	0.264	0.544	0.941
1000	0.132	0.544	0.941
