svc3sampled
             precision    recall  f1-score   support

        0.0       0.72      0.70      0.71       132
        1.0       0.71      0.73      0.72       132

avg / total       0.72      0.72      0.72       264
10	0.9	0.062	0.905
20	0.9	0.123	0.902
30	0.867	0.175	0.878
40	0.825	0.221	0.848
50	0.78	0.258	0.813
60	0.783	0.305	0.811
70	0.771	0.347	0.8
80	0.75	0.381	0.782
90	0.756	0.427	0.784
100	0.71	0.444	0.749
200	0.59	0.554	0.87
300	0.44	0.554	0.94
500	0.264	0.554	0.94
1000	0.132	0.554	0.94
