AdaBoost2
             precision    recall  f1-score   support

        0.0       0.98      0.87      0.92      3642
        1.0       0.11      0.44      0.17       132

avg / total       0.95      0.85      0.89      3774
10	0.1	0.001	0.078
20	0.15	0.004	0.123
30	0.167	0.007	0.141
40	0.125	0.007	0.117
50	0.12	0.008	0.114
60	0.1	0.008	0.1
70	0.114	0.009	0.111
80	0.125	0.011	0.119
90	0.144	0.014	0.133
100	0.13	0.014	0.123
200	0.16	0.02	0.204
300	0.147	0.02	0.264
500	0.114	0.02	0.324
1000	0.078	0.02	0.409
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.121
30	0.133	0.005	0.116
40	0.15	0.007	0.13
50	0.16	0.009	0.14
60	0.167	0.012	0.147
70	0.2	0.018	0.173
80	0.212	0.023	0.184
90	0.2	0.024	0.177
100	0.18	0.024	0.164
200	0.15	0.031	0.2
300	0.163	0.031	0.294
500	0.138	0.031	0.385
1000	0.091	0.031	0.476
