rf_50sampledtest
             precision    recall  f1-score   support

        0.0       0.68      0.70      0.69       132
        1.0       0.69      0.67      0.68       132

avg / total       0.69      0.69      0.69       264
10	1.0	0.076	1.0
20	0.95	0.14	0.96
30	0.9	0.195	0.923
40	0.875	0.248	0.901
50	0.82	0.288	0.859
60	0.8	0.331	0.841
70	0.786	0.372	0.826
80	0.775	0.414	0.815
90	0.778	0.461	0.814
100	0.75	0.49	0.791
200	0.59	0.578	0.882
300	0.44	0.578	0.952
500	0.264	0.578	0.952
1000	0.132	0.578	0.952
