rf_20sampledtest
             precision    recall  f1-score   support

        0.0       0.71      0.72      0.71       132
        1.0       0.72      0.70      0.71       132

avg / total       0.71      0.71      0.71       264
10	0.9	0.068	0.936
20	0.9	0.132	0.927
30	0.9	0.194	0.921
40	0.85	0.24	0.882
50	0.82	0.284	0.857
60	0.8	0.328	0.839
70	0.786	0.37	0.825
80	0.8	0.424	0.831
90	0.767	0.454	0.805
100	0.76	0.494	0.797
200	0.585	0.6	0.877
300	0.44	0.6	0.951
500	0.264	0.6	0.951
1000	0.132	0.6	0.951
