knn_15
             precision    recall  f1-score   support

        0.0       0.98      0.57      0.73      3642
        1.0       0.06      0.73      0.11       132

avg / total       0.95      0.58      0.70      3774
10	0.1	0.003	0.11
20	0.1	0.004	0.111
30	0.067	0.004	0.085
40	0.075	0.005	0.088
50	0.06	0.005	0.076
60	0.067	0.005	0.079
70	0.086	0.007	0.091
80	0.087	0.007	0.092
90	0.078	0.007	0.085
100	0.09	0.009	0.093
200	0.1	0.011	0.136
300	0.087	0.011	0.165
500	0.086	0.011	0.242
1000	0.071	0.011	0.357
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.122
30	0.133	0.005	0.118
40	0.15	0.007	0.132
50	0.18	0.011	0.155
60	0.183	0.014	0.16
70	0.186	0.017	0.164
80	0.212	0.023	0.185
90	0.2	0.025	0.178
100	0.18	0.025	0.166
200	0.15	0.032	0.201
300	0.16	0.032	0.29
500	0.138	0.032	0.386
1000	0.092	0.032	0.481
