knn_1sampledtest
             precision    recall  f1-score   support

        0.0       0.59      0.55      0.57       132
        1.0       0.58      0.62      0.60       132

avg / total       0.59      0.59      0.59       264
10	0.4	0.017	0.441
20	0.5	0.04	0.501
30	0.467	0.053	0.475
40	0.525	0.08	0.514
50	0.6	0.119	0.568
60	0.667	0.167	0.619
70	0.7	0.213	0.647
80	0.725	0.262	0.67
90	0.7	0.289	0.656
100	0.66	0.305	0.63
200	0.58	0.365	0.787
300	0.44	0.365	0.866
500	0.264	0.365	0.866
1000	0.132	0.365	0.866
