knn_11sampledtest
             precision    recall  f1-score   support

        0.0       0.66      0.54      0.59       132
        1.0       0.61      0.73      0.66       132

avg / total       0.64      0.63      0.63       264
10	0.5	0.031	0.588
20	0.5	0.053	0.564
30	0.567	0.082	0.597
40	0.65	0.125	0.65
50	0.64	0.154	0.642
60	0.65	0.187	0.649
70	0.657	0.222	0.654
80	0.662	0.257	0.658
90	0.656	0.287	0.653
100	0.65	0.317	0.65
200	0.565	0.432	0.794
300	0.44	0.432	0.889
500	0.264	0.432	0.889
1000	0.132	0.432	0.889
