knn_13
             precision    recall  f1-score   support

        0.0       0.98      0.58      0.73      3642
        1.0       0.06      0.73      0.11       132

avg / total       0.95      0.59      0.71      3774
10	0.1	0.001	0.078
20	0.1	0.002	0.088
30	0.067	0.002	0.068
40	0.05	0.002	0.056
50	0.06	0.003	0.062
60	0.083	0.004	0.078
70	0.071	0.004	0.07
80	0.075	0.005	0.073
90	0.067	0.005	0.067
100	0.06	0.005	0.062
200	0.09	0.006	0.115
300	0.09	0.006	0.16
500	0.08	0.006	0.219
1000	0.071	0.006	0.346
ClaimBuster
10	0.1	0.001	0.078
20	0.15	0.004	0.122
30	0.133	0.005	0.118
40	0.15	0.007	0.132
50	0.18	0.011	0.155
60	0.183	0.014	0.16
70	0.186	0.017	0.164
80	0.212	0.023	0.185
90	0.2	0.025	0.178
100	0.18	0.025	0.166
200	0.15	0.032	0.201
300	0.16	0.032	0.29
500	0.138	0.032	0.386
1000	0.092	0.032	0.481
