svc_poly_10
             precision    recall  f1-score   support

        0.0       0.98      0.70      0.81      3642
        1.0       0.06      0.55      0.11       132

avg / total       0.95      0.69      0.79      3774
10	0.1	0.001	0.078
20	0.05	0.001	0.051
30	0.033	0.001	0.039
40	0.025	0.001	0.032
50	0.04	0.002	0.042
60	0.05	0.002	0.049
70	0.057	0.003	0.054
80	0.05	0.003	0.049
90	0.044	0.003	0.045
100	0.06	0.003	0.056
200	0.055	0.004	0.073
300	0.043	0.004	0.083
500	0.04	0.004	0.115
1000	0.04	0.004	0.197
ClaimBuster
10	0.1	0.002	0.085
20	0.15	0.004	0.125
30	0.133	0.005	0.119
40	0.125	0.006	0.116
50	0.16	0.01	0.142
60	0.167	0.012	0.149
70	0.186	0.017	0.164
80	0.2	0.021	0.176
90	0.2	0.024	0.178
100	0.18	0.024	0.165
200	0.15	0.031	0.201
300	0.16	0.031	0.29
500	0.138	0.031	0.386
1000	0.092	0.031	0.481
